Categoria,Subcategoria,Serviço,Descrição,Unidade,Valor
INSTALAÇÕES HIDRÁULICAS ,VÁLVULAS E REGISTROS,3.2.15,"Registro de gaveta com canopla Ø 25 mm (1"")",un,"102,921640410112"
INSTALAÇÕES HIDRÁULICAS ,VÁLVULAS E REGISTROS,3.2.16,"Registro de gaveta com canopla Ø 32 mm (1 1/4"")",un,"90,5"
INSTALAÇÕES HIDRÁULICAS ,VÁLVULAS E REGISTROS,3.2.17,"Registro de gaveta com canopla Ø 40 mm (1 1/2"")",un,"98,1538461538462"
INSTALAÇÕES HIDRÁULICAS ,VÁLVULAS E REGISTROS,3.2.18,"Registro de pressão com canopla Ø 15 mm (1/2"")",un,"62,16"
INSTALAÇÕES HIDRÁULICAS ,VÁLVULAS E REGISTROS,3.2.19,"Registro de pressão com canopla Ø 20 mm (3/4"")",un,"62,16"
INSTALAÇÕES HIDRÁULICAS ,VÁLVULAS E REGISTROS,3.2.20,"Registro de pressão com canopla Ø 25 mm (1"")",un,"64,84758"
INSTALAÇÕES HIDRÁULICAS ,VÁLVULAS E REGISTROS,3.2.21,"Válvula de retenção horizontal ou vertical Ø 15 mm (1/2"")",un,"46,24"
INSTALAÇÕES HIDRÁULICAS ,VÁLVULAS E REGISTROS,3.2.22,"Válvula de retenção horizontal ou vertical Ø 20 mm (3/4"")",un,"52,68"
INSTALAÇÕES HIDRÁULICAS ,VÁLVULAS E REGISTROS,3.2.23,"Válvula de retenção horizontal ou vertical Ø 25 mm (1"")",un,"65,05"
INSTALAÇÕES HIDRÁULICAS ,VÁLVULAS E REGISTROS,3.2.24,"Válvula de retenção horizontal ou vertical Ø 32 mm (1 1/4"")",un,"80,592"
INSTALAÇÕES HIDRÁULICAS ,VÁLVULAS E REGISTROS,3.2.25,"Válvula de retenção horizontal ou vertical Ø 40 mm (1 1/2"")",un,"98,07"
INSTALAÇÕES HIDRÁULICAS ,VÁLVULAS E REGISTROS,3.2.26,"Válvula de retenção horizontal ou vertical Ø 50 mm (2"")",un,"134,55"
INSTALAÇÕES HIDRÁULICAS ,VÁLVULAS E REGISTROS,3.2.27,"Válvula de retenção horizontal ou vertical Ø 65 mm (2 1/2"")",un,"191,94"
INSTALAÇÕES HIDRÁULICAS ,VÁLVULAS E REGISTROS,3.2.28,"Válvula de retenção horizontal ou vertical Ø 80 mm (3"")",un,"231,34"
INSTALAÇÕES HIDRÁULICAS ,VÁLVULAS E REGISTROS,3.2.29,"Válvula de retenção horizontal ou vertical Ø 100 mm (4"")",un,"100,95"
INSTALAÇÕES HIDRÁULICAS ,ÁGUA FRIA,3.3.1,Registro de pressão Modelo Brasil PN12 - 20 mm,un,"71,79"
INSTALAÇÕES HIDRÁULICAS ,ÁGUA FRIA,3.3.2,Registro de pressão Modelo Brasil PN12 - 25 mm,un,"86,31"
INSTALAÇÕES HIDRÁULICAS ,ÁGUA FRIA,3.3.3,"Tubo de cobre soldável Ø 15 mm (1/2"") - Incluindo conexões e acessórios",ml,"51,350418"
INSTALAÇÕES HIDRÁULICAS ,ÁGUA FRIA,3.3.4,"Tubo de cobre soldável Ø 22 mm (3/4"")- Incluindo conexões e acessórios",ml,"86,098761"
INSTALAÇÕES HIDRÁULICAS ,ÁGUA FRIA,3.3.5,"Tubo de cobre soldável Ø 28 mm (1"") - Incluindo conexões e acessórios",ml,"114,863774000513"
INSTALAÇÕES HIDRÁULICAS ,ÁGUA FRIA,3.3.6,"Tubo de cobre soldável Ø 35 mm (1 1/4"") - Incluindo conexões e acessórios",ml,"159,945278914264"
INSTALAÇÕES HIDRÁULICAS ,ÁGUA FRIA,3.3.7,"Tubo de cobre soldável Ø 42 mm (1 1/2"") - Incluindo conexões e acessórios",ml,"201,90989380787"
INSTALAÇÕES HIDRÁULICAS ,ÁGUA FRIA,3.3.8,"Tubo de cobre soldável Ø 54 mm (2"") - Incluindo conexões e acessórios",ml,"272,225649884259"
INSTALAÇÕES HIDRÁULICAS ,ÁGUA FRIA,3.3.9,Tubo de polipropileno PN12 - 20 mm - incluindo conexões e acessórios,ml,"2,54"
INSTALAÇÕES HIDRÁULICAS ,ÁGUA FRIA,3.3.10,Tubo de polipropileno PN12 - 25 mm - incluindo conexões e acessórios,ml,"3,518"
INSTALAÇÕES HIDRÁULICAS ,ÁGUA FRIA,3.3.11,Tubo de polipropileno PN12 - 32 mm - incluindo conexões e acessórios,ml,"5,218"
INSTALAÇÕES HIDRÁULICAS ,ÁGUA FRIA,3.3.12,Tubo de polipropileno PN12 - 40 mm - incluindo conexões e acessórios,ml,"15,3106796116505"
INSTALAÇÕES HIDRÁULICAS ,ÁGUA FRIA,3.3.13,Tubo de polipropileno PN12 - 50 mm - incluindo conexões e acessórios,ml,"18,3314631578947"
INSTALAÇÕES HIDRÁULICAS ,ÁGUA FRIA,3.3.14,Tubo de polipropileno PN12 - 63 mm - incluindo conexões e acessórios,ml,"26,17"
INSTALAÇÕES HIDRÁULICAS ,ÁGUA FRIA,3.3.15,Tubo de polipropileno PN12 - 75 mm - incluindo conexões e acessórios,ml,"29,59"
INSTALAÇÕES HIDRÁULICAS ,ÁGUA FRIA,3.3.16,Tubo de polipropileno PN12 - 90 mm - incluindo conexões e acessórios,ml,"37,6594736842105"
INSTALAÇÕES HIDRÁULICAS ,ÁGUA FRIA,3.3.17,Tubo de polipropileno PN12 - 110 mm - incluindo conexões e acessórios,ml,"81,06"
INSTALAÇÕES HIDRÁULICAS ,ÁGUA FRIA,3.3.18,Tubo de PVC soldável Ø 20 mm  - Incluindo conexões e acessórios - TIGRE/ AMANCO,ml,"8,8665"
INSTALAÇÕES HIDRÁULICAS ,ÁGUA FRIA,3.3.19,Tubo de PVC soldável Ø 25 mm  - Incluindo conexões e acessórios - TIGRE/ AMANCO,ml,"8,51086103569405"
INSTALAÇÕES HIDRÁULICAS ,ÁGUA FRIA,3.3.20,Tubo de PVC soldável Ø 32 mm  - Incluindo conexões e acessórios - TIGRE / AMANCO,ml,"18,2119545454545"
INSTALAÇÕES HIDRÁULICAS ,ÁGUA FRIA,3.3.21,Tubo de PVC soldável Ø 40 mm  - Incluindo conexões e acessórios - TIGRE / AMANCO,ml,"19,357"
INSTALAÇÕES HIDRÁULICAS ,ÁGUA FRIA,3.3.22,Tubo de PVC soldável Ø 50 mm  - Incluindo conexões e acessórios - TIGRE / AMANCO,ml,"22,91"
INSTALAÇÕES HIDRÁULICAS ,ÁGUA FRIA,3.3.23,Tubo de PVC soldável Ø 60 mm  - Incluindo conexões e acessórios - TIGRE / AMANCO,ml,"27,8683333333333"
INSTALAÇÕES HIDRÁULICAS ,ÁGUA FRIA,3.3.24,Tubo de PVC soldável Ø 75 mm  - Incluindo conexões e acessórios - TIGRE / AMANCO,ml,"39,35"
INSTALAÇÕES HIDRÁULICAS ,ÁGUA FRIA,3.3.25,Tubo de PVC soldável Ø 85 mm  - Incluindo conexões e acessórios - TIGRE / AMANCO,ml,"52,7"
INSTALAÇÕES HIDRÁULICAS ,ÁGUA FRIA,3.3.26,Tubo de PVC soldável Ø 110 mm - Incluindo conexões e acessórios - TIGRE / AMANCO,ml,"78,56"
INSTALAÇÕES HIDRÁULICAS ,ÁGUAS PLUVIAIS,3.4.1,"Tubo de PVC rígido com junta elástica, Ø 75 mm - incluindo conexões e acessórios - TIGRE / AMANCO",ml,"15,4472216666667"
INSTALAÇÕES HIDRÁULICAS ,ÁGUAS PLUVIAIS,3.4.2,"Tubo de PVC rígido com junta elástica, Ø 100 mm - incluindo conexões e acessórios - TIGRE / AMANCO",ml,"26,1818181818182"
INSTALAÇÕES HIDRÁULICAS ,ÁGUAS PLUVIAIS,3.4.3,"Tubo de PVC rígido com junta elástica, Ø 150 mm - incluindo conexões e acessórios - TIGRE / AMANCO",ml,"50,1"
INSTALAÇÕES HIDRÁULICAS ,ÁGUAS PLUVIAIS,3.4.4,"Tampão para caixa de inspeção com inscrição 'Água Pluvial"" ferro fundido ductil, articulado com anel de Polietileno, carga de ruptura 30 tf Ø  600mm - FUMINAS / SAINT GOBAIN",un,"340,18"
INSTALAÇÕES HIDRÁULICAS ,ESGOTO,3.5.1,Tubo de PVC rígido com junta elástica Ø 40 mm  - incluindo conexões e acessórios - TIGRE / AMANCO,ml,"12,73983228"
INSTALAÇÕES HIDRÁULICAS ,ESGOTO,3.5.2,Tubo de PVC rígido com junta elástica Ø 50 mm  - incluindo conexões e acessórios - TIGRE / AMANCO,ml,"18,4"
INSTALAÇÕES HIDRÁULICAS ,ESGOTO,3.5.3,Tubo de PVC rígido com junta elástica Ø 75 mm  - incluindo conexões e acessórios - TIGRE / AMANCO,ml,25
INSTALAÇÕES HIDRÁULICAS ,ESGOTO,3.5.4,Tubo de PVC rígido com junta elástica Ø 100 mm  - incluindo conexões e acessórios - TIGRE / AMANCO,ml,"28,8"
INSTALAÇÕES HIDRÁULICAS ,ESGOTO,3.5.5,Tubo de PVC rígido com junta elástica Ø 150 mm  - incluindo conexões e acessórios - TIGRE / AMANCO,ml,"49,1"
INSTALAÇÕES HIDRÁULICAS ,"CAIXAS, RALOS E GRELHAS",3.6.1,Caixa de gordura com cesto de limpeza (50x100mm),un,"218,83173568"
INSTALAÇÕES HIDRÁULICAS ,"CAIXAS, RALOS E GRELHAS",3.6.2,Caixa de inspeção de alvenaria (60x60x60cm) inclusive tampa e respiro,un,350
INSTALAÇÕES HIDRÁULICAS ,"CAIXAS, RALOS E GRELHAS",3.6.3,Caixa seca PVC saida 40 mm,un,"13,89"
INSTALAÇÕES HIDRÁULICAS ,"CAIXAS, RALOS E GRELHAS",3.6.4,"Caixa sifonada de PVC rígido , 100 x 100 x 50 mm",un,"16,163"
INSTALAÇÕES HIDRÁULICAS ,"CAIXAS, RALOS E GRELHAS",3.6.5,"Caixa sifonada de PVC rígido , 100 x 150 x 50 mm",un,"18,26"
INSTALAÇÕES HIDRÁULICAS ,"CAIXAS, RALOS E GRELHAS",3.6.6,"Caixa sifonada de PVC rígido , 150 x 150 x 50 mm",un,"24,33"
INSTALAÇÕES HIDRÁULICAS ,"CAIXAS, RALOS E GRELHAS",3.6.7,"Caixa sifonada de PVC rígido , 150 x 150 x 75 mm",un,"34,3175"
INSTALAÇÕES HIDRÁULICAS ,"CAIXAS, RALOS E GRELHAS",3.6.8,"Caixa sifonada de PVC rígido , 150 x 185 x 75 mm",un,"39,153965"
INSTALAÇÕES HIDRÁULICAS ,"CAIXAS, RALOS E GRELHAS",3.6.9,"Caixa sifonada de PVC rígido , 150 x 200 x 75 mm",un,"50,154"
INSTALAÇÕES HIDRÁULICAS ,"CAIXAS, RALOS E GRELHAS",3.6.10,Grelha hemisférica de ferro fundido Ø 75 mm (3''),un,"18,28"
INSTALAÇÕES HIDRÁULICAS ,"CAIXAS, RALOS E GRELHAS",3.6.11,Grelha hemisférica de ferro fundido Ø 100 mm (4''),un,"13,59952125"
INSTALAÇÕES HIDRÁULICAS ,"CAIXAS, RALOS E GRELHAS",3.6.12,Grelha hemisférica de ferro fundido Ø 150 mm (6''),un,"47,152476"
INSTALAÇÕES HIDRÁULICAS ,"CAIXAS, RALOS E GRELHAS",3.6.13,Grelha hemisférica flexível linha Aquapluv Style - Tigre,un,"26,953584"
INSTALAÇÕES HIDRÁULICAS ,"CAIXAS, RALOS E GRELHAS",3.6.14,Grelha em ferro fundido para Água Pluvial (L=15cm),ml,"68,7572815533981"
INSTALAÇÕES HIDRÁULICAS ,"CAIXAS, RALOS E GRELHAS",3.6.15,Grelha redonda PERFLEX com fecho cromada - 10cm,un,"35,029"
INSTALAÇÕES HIDRÁULICAS ,"CAIXAS, RALOS E GRELHAS",3.6.16,Grelha redonda PERFLEX com fecho cromada - 15cm,un,"42,506"
INSTALAÇÕES HIDRÁULICAS ,"CAIXAS, RALOS E GRELHAS",3.6.17,Ralo escamoteável com grelha redonda em aço inox de alto brilho com caixilho e fecho - Esteves,un,"74,30976"
INSTALAÇÕES HIDRÁULICAS ,"CAIXAS, RALOS E GRELHAS",3.6.19,"Ralo de PVC rígido sifonado, 100 X40 mm",un,"28,7678419349344"
INSTALAÇÕES HIDRÁULICAS ,"CAIXAS, RALOS E GRELHAS",3.6.20,Tampa Cega PVC p/ Caixa Sifonada e Seca 100 mm,un,"47,0031762074773"
INSTALAÇÕES HIDRÁULICAS ,REDE DE SPRINKLERS,3.7.1,"Bico de sprinkler tipo pendente, completo com canopla cromada",pto,"61,67"
INSTALAÇÕES HIDRÁULICAS ,REDE DE SPRINKLERS,3.7.2,"Tubo de aço galvanizado com costura Ø 15 mm (1/2"")  - incluindo conexões e acessórios",ml,"36,73"
INSTALAÇÕES HIDRÁULICAS ,REDE DE SPRINKLERS,3.7.3,"Tubo de aço galvanizado com costura Ø 20 mm (3/4"")  - incluindo conexões e acessórios",ml,"73,1357894736842"
INSTALAÇÕES HIDRÁULICAS ,REDE DE SPRINKLERS,3.7.4,"Tubo de aço galvanizado com costura Ø 25 mm (1"")  - incluindo conexões e acessórios",ml,"88,3"
INSTALAÇÕES HIDRÁULICAS ,REDE DE SPRINKLERS,3.7.5,"Tubo de aço galvanizado com costura Ø 32 mm (1 1/4"")  - incluindo conexões e acessórios",ml,"113,38"
INSTALAÇÕES HIDRÁULICAS ,REDE DE SPRINKLERS,3.7.6,"Tubo de aço galvanizado com costura Ø 40 mm (1 1/2"")  - incluindo conexões e acessórios",ml,"123,5"
INSTALAÇÕES HIDRÁULICAS ,REDE DE SPRINKLERS,3.7.7,"Tubo de aço galvanizado com costura Ø 50 mm (2"")  - incluindo conexões e acessórios",ml,"161,92"
INSTALAÇÕES HIDRÁULICAS ,REDE DE SPRINKLERS,3.7.8,"Tubo de aço galvanizado com costura Ø 65 mm (2 1/2"")  - incluindo conexões e acessórios",ml,"219,7"
INSTALAÇÕES HIDRÁULICAS ,REDE DE SPRINKLERS,3.7.9,"Tubo de aço galvanizado com costura Ø 80 mm (3"")  - incluindo conexões e acessórios",ml,"223,1"
INSTALAÇÕES HIDRÁULICAS ,REDE DE SPRINKLERS,3.7.10,"Tubo de aço galvanizado com costura Ø 100 mm (4"")  - incluindo conexões e acessórios",ml,"279,672669"
INSTALAÇÕES HIDRÁULICAS ,REDE DE SPRINKLERS,3.7.11,"Tubo de aço galvanizado com costura Ø 150 mm (6"")  - incluindo conexões e acessórios",ml,"364,499271"
INSTALAÇÕES HIDRÁULICAS ,REDE DE SPRINKLERS,3.7.12,Remanejamento de sprinklers,pto,936
INSTALAÇÕES HIDRÁULICAS ,REDE DE SPRINKLERS,3.7.13,Sistema de detecção e combate a incêndio (detector de fumaça + tubo galvanizado e acessórios) ( marca de referencia ref. ASCAEL ),pto,"371,67"
INSTALAÇÕES HIDRÁULICAS ,REDE DE SPRINKLERS,3.7.14,Central detecção de fumaça ( marca de referencia ref. ASCAEL ),und,"2001,49009672819"
INSTALAÇÕES HIDRÁULICAS ,REDE DE HIDRANTES,3.8.1,"Caixa de hidrante simples completo, com mangueiras, chaves e Esguichos",vb,"1061,0539485"
INSTALAÇÕES HIDRÁULICAS ,REDE DE HIDRANTES,3.8.2,"Caixa de hidrante dupla completo, com mangueiras, chaves e Esguichos",vb,1590
INSTALAÇÕES HIDRÁULICAS ,REDE DE HIDRANTES,3.8.3,Remanejamento de hidrantes,un,"1681,62648580345"
INSTALAÇÕES HIDRÁULICAS ,REDE DE HIDRANTES,3.8.4,"Tampão para caixa de inspeção com inscrição 'Esgoto"" ferro fundido ductil, articulado com anel de Polietileno, carga de ruptura 30 tf Ø  600mm - FUMINAS / SAINT GOBAIN",un,"525,8"
INSTALAÇÕES HIDRÁULICAS ,REDE DE HIDRANTES,3.8.5,"Tubo de aço carbono din 2440 sem costura para solda - 2 1/2""",ml,"209,093270096176"
INSTALAÇÕES HIDRÁULICAS ,REDE DE HIDRANTES,3.8.6,"Tubo de aço carbono din 2440 sem costura para solda - 3""",ml,"223,7"
INSTALAÇÕES HIDRÁULICAS ,REDE DE HIDRANTES,3.8.7,"Tubo de aço carbono din 2440 sem costura para solda - 4""",ml,"287,3"
INSTALAÇÕES HIDRÁULICAS ,REDE DE HIDRANTES,3.8.8,"Tubo de aço carbono din 2440 sem costura para solda - 6""",ml,431
INSTALAÇÕES HIDRÁULICAS ,REDE DE HIDRANTES,3.8.9,"Válvula angular 45 21/2"" adaptavel com storz",un,"175,0109"
INSTALAÇÕES HIDRÁULICAS ,REDE DE HIDRANTES,3.8.10,Válvula de Retenção Horizontal de Bronze de 3'',un,"217,3"
INSTALAÇÕES HIDRÁULICAS ,REDE DE HIDRANTES,3.8.11,Válvula de Retenção Vertical de Bronze de 3'',un,"217,3"
INSTALAÇÕES HIDRÁULICAS ,REDE DE HIDRANTES,3.8.12,Válvula de Retenção Horizontal de Bronze de 2 1/2' ,un,225
INSTALAÇÕES HIDRÁULICAS ,REDE DE HIDRANTES,3.8.13,Válvula de Retenção Vertical de Bronze de 2 1/2'',un,"184,5"
INSTALAÇÕES HIDRÁULICAS ,BOMBAS E ACESSÓRIOS,3.9.1,Acionador manual com botoeira Liga-Desliga para bomba hidráulica,un,"61,9417475728155"
INSTALAÇÕES HIDRÁULICAS ,BOMBAS E ACESSÓRIOS,3.9.2,Bomba de incêncio trifásica 3 CV (MARCA THEBE),un,"3443,71844660194"
INSTALAÇÕES HIDRÁULICAS ,BOMBAS E ACESSÓRIOS,3.9.3,Bomba de incêncio trifásica 4 CV (MARCA THEBE),un,"3911,38678"
INSTALAÇÕES HIDRÁULICAS ,BOMBAS E ACESSÓRIOS,3.9.4,Bomba de incêncio trifásica 5 CV (MARCA THEBE),un,4966
INSTALAÇÕES HIDRÁULICAS ,BOMBAS E ACESSÓRIOS,3.9.5,"Bomba de recalque 1,5 cv",un,"1119,6"
INSTALAÇÕES HIDRÁULICAS ,BOMBAS E ACESSÓRIOS,3.9.6,Manutenção e teste hidráulico dos hidrantes,un,1975
INSTALAÇÕES HIDRÁULICAS ,RESERVATÓRIOS PARA ÁGUA,3.10.1,"RESERVATÓRIO d'água de polietileno de alta densidade, cilíndrico, capacidade 250 litros",un,"416,4902"
INSTALAÇÕES HIDRÁULICAS ,RESERVATÓRIOS PARA ÁGUA,3.10.2,"RESERVATÓRIO d'água de polietileno de alta densidade, cilíndrico, capacidade 500 litros",un,"604,75"
INSTALAÇÕES HIDRÁULICAS ,RESERVATÓRIOS PARA ÁGUA,3.10.3,"RESERVATÓRIO d'água de polietileno de alta densidade, cilíndrico, capacidade 1000 litros",un,"1059,12362860671"
INSTALAÇÕES HIDRÁULICAS ,RESERVATÓRIOS PARA ÁGUA,3.10.4,"RESERVATÓRIO d'água de polietileno de alta densidade, cilíndrico, capacidade 1750 litros",un,"1683,53"
INSTALAÇÕES HIDRÁULICAS ,RESERVATÓRIOS PARA ÁGUA,3.10.5,"RESERVATÓRIO d'água de polietileno de alta densidade, cilíndrico, capacidade 5000 litros",un,3480
INSTALAÇÕES HIDRÁULICAS ,RESERVATÓRIOS PARA ÁGUA,3.10.6,"Torneira de bóia Ø 15 mm (1/2"")",un,"44,85"
INSTALAÇÕES HIDRÁULICAS ,RESERVATÓRIOS PARA ÁGUA,3.10.7,"Torneira de bóia Ø 20 mm (3/4"")",un,"70,966"
INSTALAÇÕES HIDRÁULICAS ,RESERVATÓRIOS PARA ÁGUA,3.10.8,"Torneira de bóia Ø 25 mm (1"")",un,"79,31"
INSTALAÇÕES AR CONDICIONADO,EQUIPAMENTOS - SOMENTE INSTALAÇÃO,4.1.1,Cortina de ar - SOMENTE INSTALAÇÃO ,un,"480,781421563885"
INSTALAÇÕES AR CONDICIONADO,EQUIPAMENTOS - SOMENTE INSTALAÇÃO,4.1.2,Fan coil 10 TR - SOMENTE INSTALAÇÃO ,un,1750
INSTALAÇÕES AR CONDICIONADO,EQUIPAMENTOS - SOMENTE INSTALAÇÃO,4.1.3,Split tipo hi-wall 9000 Btu/h - controle remoto sem fio - SOMENTE INSTALAÇÃO ,un,"893,29"
INSTALAÇÕES AR CONDICIONADO,EQUIPAMENTOS - SOMENTE INSTALAÇÃO,4.1.4,Split tipo K7 - 4 vias - 36.000 Btu/h - controle remoto sem fio - SOMENTE INSTALAÇÃO ,un,"1187,5"
INSTALAÇÕES AR CONDICIONADO,EQUIPAMENTOS - SOMENTE INSTALAÇÃO,4.1.5,Split tipo K7 - 4 vias - 48.000 Btu/h - controle remoto sem fio - SOMENTE INSTALAÇÃO ,un,"1187,5"
INSTALAÇÕES AR CONDICIONADO,EQUIPAMENTOS - SOMENTE INSTALAÇÃO,4.1.6,Split tipo K7 - 4 vias - 52.000 Btu/h - controle remoto sem fio - SOMENTE INSTALAÇÃO ,un,"1187,5"
INSTALAÇÕES AR CONDICIONADO,EQUIPAMENTOS - SOMENTE INSTALAÇÃO,4.1.7,Split tipo K7 - 4 vias - 60.000 Btu/h - controle remoto sem fio - SOMENTE INSTALAÇÃO ,un,"2064,26058823529"
INSTALAÇÕES AR CONDICIONADO,EQUIPAMENTOS - FORNECIMENTO E INSTALAÇÃO,4.2.1,Cortina de ar - FORNECIMENTO E INSTALAÇÃO,un,"1010,62"
INSTALAÇÕES AR CONDICIONADO,EQUIPAMENTOS - FORNECIMENTO E INSTALAÇÃO,4.2.2,Fan coil 10 TR - FORNECIMENTO E INSTALAÇÃO,un,"22955,1053621558"
INSTALAÇÕES AR CONDICIONADO,EQUIPAMENTOS - FORNECIMENTO E INSTALAÇÃO,4.2.3,Split tipo hi-wall 9000 Btu/h - controle remoto sem fio - FORNECIMENTO E INSTALAÇÃO,un,"2014,10814695149"
INSTALAÇÕES AR CONDICIONADO,EQUIPAMENTOS - FORNECIMENTO E INSTALAÇÃO,4.2.4,Split tipo K7 - 4 vias - 36.000 Btu/h - controle remoto sem fio - FORNECIMENTO E INSTALAÇÃO,un,"9570,14"
INSTALAÇÕES AR CONDICIONADO,EQUIPAMENTOS - FORNECIMENTO E INSTALAÇÃO,4.2.5,Split tipo K7 - 4 vias - 48.000 Btu/h - controle remoto sem fio - FORNECIMENTO E INSTALAÇÃO,un,10603
INSTALAÇÕES AR CONDICIONADO,EQUIPAMENTOS - FORNECIMENTO E INSTALAÇÃO,4.2.6,Split tipo K7 - 4 vias - 52.000 Btu/h - controle remoto sem fio - FORNECIMENTO E INSTALAÇÃO,un,11565
INSTALAÇÕES AR CONDICIONADO,EQUIPAMENTOS - FORNECIMENTO E INSTALAÇÃO,4.2.7,Split tipo K7 - 4 vias - 60.000 Btu/h - controle remoto sem fio - FORNECIMENTO E INSTALAÇÃO,un,"12313,1"
INSTALAÇÕES AR CONDICIONADO,RENOVAÇÃO E EXAUSTÃO DE AR,4.3.1,Caixa de ventilação (especificações conforme projeto),un,"4933,5"
INSTALAÇÕES AR CONDICIONADO,RENOVAÇÃO E EXAUSTÃO DE AR,4.3.2,Damper p/ regulagem de ar  (dimensões conforme projeto),un,"254,661599794239"
INSTALAÇÕES AR CONDICIONADO,RENOVAÇÃO E EXAUSTÃO DE AR,4.3.3,"Difusor para insuflamento, em alumínio (dimensões conforme projeto)",un,"248,5"
INSTALAÇÕES AR CONDICIONADO,RENOVAÇÃO E EXAUSTÃO DE AR,4.3.4,"Duto em chapa de aço galvanizado, isolado com 1"" de manta de lã de vidro revestida com filme de alumínio ",kg,"77,201025"
INSTALAÇÕES AR CONDICIONADO,RENOVAÇÃO E EXAUSTÃO DE AR,4.3.5,"Duto em chapa de aço galvanizado, sem isolamento",kg,"26,6538600823045"
INSTALAÇÕES AR CONDICIONADO,RENOVAÇÃO E EXAUSTÃO DE AR,4.3.6,Duto Flexível (diâmetro conforme projeto),ml,43
INSTALAÇÕES AR CONDICIONADO,RENOVAÇÃO E EXAUSTÃO DE AR,4.3.7,Exaustor centrífugo (especificações conforme projeto),un,"5669,04"
INSTALAÇÕES AR CONDICIONADO,RENOVAÇÃO E EXAUSTÃO DE AR,4.3.8,Grelha p/ exaustão de ar c/ registro (dimensões conforme projeto),un,"253,65863523"
INSTALAÇÕES AR CONDICIONADO,RENOVAÇÃO E EXAUSTÃO DE AR,4.3.9,"Grelha p/ insuflamento de ar, em alumínio, dupla deflexão, c/ registro de regulagem (dimensões conforme projeto)",un,"220,679012345679"
INSTALAÇÕES AR CONDICIONADO,RENOVAÇÃO E EXAUSTÃO DE AR,4.3.10,Grelha p/ renovação de ar c/ registro (dimensões conforme projeto),un,"275,4434356674"
INSTALAÇÕES AR CONDICIONADO,RENOVAÇÃO E EXAUSTÃO DE AR,4.3.11,"Grelha p/ retorno de ar, em alumínio, c/ aletas fixas (dimensões conforme projeto)",un,"208,45"
INSTALAÇÕES AR CONDICIONADO,RENOVAÇÃO E EXAUSTÃO DE AR,4.3.12,"Veneziana para porta, em alumínio, c/ dupla moldura (dimensões conforme projeto)",un,"335,724664275"
INSTALAÇÕES AR CONDICIONADO,RENOVAÇÃO E EXAUSTÃO DE AR,4.3.13,Exaustor cent. Mod. TD1300/250 HS - Soler & Palau,unid,"3500,04863657674"
INSTALAÇÕES AR CONDICIONADO,RENOVAÇÃO E EXAUSTÃO DE AR,4.3.14,Exaustor cent. Mod. TD1000/250 HS - Soler & Palau,unid,"2141,39208745831"
INSTALAÇÕES AR CONDICIONADO,RENOVAÇÃO E EXAUSTÃO DE AR,4.3.15,Exaustor cent. Mod. TD800/200 HS - Soler & Palau,unid,"2010,69679573551"
INSTALAÇÕES AR CONDICIONADO,RENOVAÇÃO E EXAUSTÃO DE AR,4.3.16,Exaustor cent. Mod. TD500/150 HS - Soler & Palau,unid,"1675,8"
INSTALAÇÕES AR CONDICIONADO,RENOVAÇÃO E EXAUSTÃO DE AR,4.3.17,Exaustor cent. Mod. TD350/150 HS - Soler & Palau,unid,"985,6"
INSTALAÇÕES AR CONDICIONADO,INFRAESTRUTURA,4.4.1,"Tubo de Cobre com isolamento flexível tipo espuma elastomérica para tubo de cobre, com espessura de 13mm, com espessura 3/8"" (Incluso Adesivo Armaflex 520, Cinta Auto Adesiva, Suportes, Curvas, Solda, Vácuo, Desidratação, limpeza e teste da rede frigorígena e Carga adicional de gás refrigerante conforme especificação do fabricante)",ml,"39,9"
INSTALAÇÕES AR CONDICIONADO,INFRAESTRUTURA,4.4.2,"Tubo de Cobre com isolamento flexível tipo espuma elastomérica para tubo de cobre, com espessura de 13mm, com espessura 1/2"" (Incluso Adesivo Armaflex 520, Cinta Auto Adesiva, Suportes, Curvas, Solda, Vácuo, Desidratação, limpeza e teste da rede frigorígena e Carga adicional de gás refrigerante conforme especificação do fabricante)",ml,"52,2735087158164"
INSTALAÇÕES AR CONDICIONADO,INFRAESTRUTURA,4.4.3,"Tubo de Cobre com isolamento flexível tipo espuma elastomérica para tubo de cobre, com espessura de 13mm, com espessura 7/8"". (Incluso Adesivo Armaflex 520, Cinta Auto Adesiva, Suportes, Curvas, Solda, Vácuo, Desidratação, limpeza e teste da rede frigorígena e Carga adicional de gás refrigerante conforme especificação do fabricante)",ml,"107,610472609511"
INSTALAÇÕES AR CONDICIONADO,INFRAESTRUTURA,4.4.4,"Tubo de Cobre com isolamento flexível tipo espuma elastomérica para tubo de cobre, com espessura de 13mm, com espessura 1"" (Incluso Adesivo Armaflex 520, Cinta Auto Adesiva, Suportes, Curvas, Solda, Vácuo, Desidratação, limpeza e teste da rede frigorígena e Carga adicional de gás refrigerante conforme especificação do fabricante)",ml,"112,189574485946"
INSTALAÇÕES AR CONDICIONADO,INFRAESTRUTURA,4.4.5,"Tubo de Cobre com isolamento flexível tipo espuma elastomérica para tubo de cobre, com espessura de 13mm, com espessura 1/4"" (Incluso Adesivo Armaflex 520, Cinta Auto Adesiva, Suportes, Curvas, Solda, Vácuo, Desidratação, limpeza e teste da rede frigorígena e Carga adicional de gás refrigerante conforme especificação do fabricante)",ml,"24,3665731516198"
